Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,18O,17O
176,254.978524,254.978255,254.978255,2119737,,,-1,-1.052,-0.268,,,8,0.444444444,1,,,0,,C9 H3 O9,9,3,9,0,0,,,,
177,255.033268,255.033268,255.033268,3016017,,,-1,0.002,0,,,6,1.090909091,0.454545455,,,0,,C11 H11 O5 S,11,11,5,1,0,,,,
178,255.087381,255.087412,255.087412,36594024,,,-1,0.12,0.031,,,5,1.333333333,0.5,,,0,,C12 H15 O6,12,15,6,0,0,,,,
179,255.090776,255.090783,255.090783,3871082,,,-1,0.029,0.008,,,0,2.222222222,0.666666667,,,0,,C9 H19 O6 S,9,19,6,1,0,,,,
180,255.098747,255.098645,255.098645,2123117,,0,-1,-0.401,-0.102,,,5,1.454545455,0.454545455,,,0,,C11 H15 N2 O5,11,15,5,0,2,,,,
181,255.123801,255.123797,255.123797,93405560,,,-1,-0.015,-0.004,,,4,1.538461538,0.384615385,,,0,,C13 H19 O5,13,19,5,0,0,,,,
182,255.135034,255.135031,255.135031,3404157,,0,-1,-0.014,-0.004,,,4,1.666666667,0.333333333,,,0,,C12 H19 N2 O4,12,19,4,0,2,,,,
183,255.232994,255.232954,255.232954,14295462,,,-1,-0.157,-0.04,,,1,2,0.125,,,0,,C16 H31 O2,16,31,2,0,0,,,,
184,257.045681,257.045547,257.045547,2994847,,,-1,-0.522,-0.134,,,10,0.714285714,0.357142857,,,0,,C14 H9 O5,14,9,5,0,0,,,,
185,257.048985,257.048918,257.048918,7896224,,,-1,-0.258,-0.066,,,5,1.272727273,0.454545455,,,0,,C11 H13 O5 S,11,13,5,1,0,,,,
186,257.066741,257.066676,257.066676,110871720,,,-1,-0.252,-0.065,,,5,1.272727273,0.636363636,,,0,,C11 H13 O7,11,13,7,0,0,,,,
187,257.077911,257.07791,257.07791,3033260,,0,-1,-0.003,-0.001,,,5,1.4,0.6,,,0,,C10 H13 N2 O6,10,13,6,0,2,,,,
188,257.081767,257.081932,257.081932,2357934,,,-1,0.645,0.166,,,9,0.933333333,0.266666667,,,0,,C15 H13 O4,15,13,4,0,0,,,,
189,257.103079,257.103062,257.103062,8383671,,,-1,-0.065,-0.017,,,4,1.5,0.5,,,0,,C12 H17 O6,12,17,6,0,0,,,,
190,257.114257,257.114295,257.114295,6026427,,0,-1,0.149,0.038,,,4,1.636363636,0.454545455,,,0,,C11 H17 N2 O5,11,17,5,0,2,,,,
191,257.11816,257.118318,257.118318,2577085,,,-1,0.614,0.158,,,8,1.125,0.1875,,,0,,C16 H17 O3,16,17,3,0,0,,,,
192,257.15073,257.150681,257.150681,7840970,,0,-1,-0.193,-0.05,,,3,1.833333333,0.333333333,,,0,,C12 H21 N2 O4,12,21,4,0,2,,,,
193,258.109457,258.109544,258.109544,2747984,,0,-1,0.336,0.087,,,4,1.7,0.5,,,0,,C10 H16 N3 O5,10,16,5,0,3,,,,
194,259.061229,259.061197,259.061197,3753932,,,-1,-0.124,-0.032,,,9,0.857142857,0.357142857,,,0,,C14 H11 O5,14,11,5,0,0,,,,
195,259.082361,259.082326,259.082326,1245104128,,,-1,-0.135,-0.035,,,4,1.454545455,0.636363636,,,0,,C11 H15 O7,11,15,7,0,0,,,,
196,259.093572,259.09356,259.09356,9699288,,0,-1,-0.046,-0.012,,,4,1.6,0.6,,,0,,C10 H15 N2 O6,10,15,6,0,2,,,,
197,259.097593,259.097583,259.097583,2949082,,,-1,-0.042,-0.011,,,8,1.066666667,0.266666667,,,0,,C15 H15 O4,15,15,4,0,0,,,,
198,259.108959,259.108816,259.108816,2376671,,0,-1,-0.553,-0.143,,,8,1.142857143,0.214285714,,,0,,C14 H15 N2 O3,14,15,3,0,2,,,,
199,259.118789,259.118712,259.118712,6139875,,,-1,-0.298,-0.077,,,3,1.666666667,0.5,,,0,,C12 H19 O6,12,19,6,0,0,,,,
200,259.129921,259.129945,259.129945,8968167,,0,-1,0.096,0.025,,,3,1.818181818,0.454545455,,,0,,C11 H19 N2 O5,11,19,5,0,2,,,,
201,259.133923,259.133968,259.133968,13703144,,,-1,0.173,0.045,,,7,1.25,0.1875,,,0,,C16 H19 O3,16,19,3,0,0,,,,
202,261.024971,261.025205,261.025205,2344645,,,-1,0.899,0.235,,,5,1.111111111,1,,,0,,C9 H9 O9,9,9,9,0,0,,,,
203,261.076902,261.076847,261.076847,2633433,,,-1,-0.209,-0.055,,,8,1,0.357142857,,,0,,C14 H13 O5,14,13,5,0,0,,,,
204,261.088049,261.08808,261.08808,40487644,,0,-1,0.12,0.031,,,8,1.076923077,0.307692308,,,0,,C13 H13 N2 O4,13,13,4,0,2,,,,
205,261.098089,261.097976,261.097976,2656481,,,-1,-0.432,-0.113,,,3,1.636363636,0.636363636,,,0,,C11 H17 O7,11,17,7,0,0,,,,
206,261.113168,261.113233,261.113233,6580967,,,-1,0.249,0.065,,,7,1.2,0.266666667,,,0,,C15 H17 O4,15,17,4,0,0,,,,
207,261.134348,261.134362,261.134362,2668783,,,-1,0.054,0.014,,,2,1.833333333,0.5,,,0,,C12 H21 O6,12,21,6,0,0,,,,
208,261.149604,261.149618,261.149618,38357748,,,-1,0.053,0.014,,,6,1.375,0.1875,,,0,,C16 H21 O3,16,21,3,0,0,,,,
209,261.170976,261.170747,261.170747,2342653,,,-1,-0.876,-0.229,,,1,2,0.384615385,,,0,,C13 H25 O5,13,25,5,0,0,,,,
210,263.030704,263.03096,263.03096,2144690,,0,-1,0.971,0.255,,,9,0.727272727,0.545454545,,,0,,C11 H7 N2 O6,11,7,6,0,2,,,,
211,263.056221,263.056112,263.056112,2717627,,,-1,-0.417,-0.11,,,8,0.923076923,0.461538462,,,0,,C13 H11 O6,13,11,6,0,0,,,,
212,263.070655,263.070716,263.070716,5005760,,0.5,-1,0.235,0.062,,,3,1.777777778,0.555555556,,,0,,C9 H15 N2 O5 S,9,15,5,1,2,,,,
213,263.092481,263.092497,263.092497,3346888,,,-1,0.062,0.016,,,7,1.142857143,0.357142857,,,0,,C14 H15 O5,14,15,5,0,0,,,,
214,263.103725,263.103731,263.103731,3245004,,0,-1,0.02,0.005,,,7,1.230769231,0.307692308,,,0,,C13 H15 N2 O4,13,15,4,0,2,,,,
215,263.128917,263.128883,263.128883,8814037,,,-1,-0.131,-0.034,,,6,1.333333333,0.266666667,,,0,,C15 H19 O4,15,19,4,0,0,,,,
216,263.132222,263.132254,263.132254,12287447,,,-1,0.122,0.032,,,1,2,0.333333333,,,0,,C12 H23 O4 S,12,23,4,1,0,,,,
217,264.087649,264.087746,264.087746,2761521,,0,-1,0.368,0.097,,,7,1.153846154,0.384615385,,,0,,C13 H14 N O5,13,14,5,0,1,,,,
218,264.124186,264.124132,264.124132,2403134,,0,-1,-0.207,-0.055,,,6,1.357142857,0.285714286,,,0,,C14 H18 N O4,14,18,4,0,1,,,,
219,265.002156,265.002362,265.002362,2154103,,,-1,0.777,0.206,,,4,1.25,1,,,0,,C8 H9 O8 S,8,9,8,1,0,,,,
220,265.071744,265.071762,265.071762,5123215,,,-1,0.065,0.017,,,7,1.076923077,0.461538462,,,0,,C13 H13 O6,13,13,6,0,0,,,,
221,265.082966,265.082995,265.082995,2549395,,0,-1,0.111,0.029,,,7,1.166666667,0.416666667,,,0,,C12 H13 N2 O5,12,13,5,0,2,,,,
222,265.10825,265.108147,265.108147,6125724,,,-1,-0.386,-0.102,,,6,1.285714286,0.357142857,,,0,,C14 H17 O5,14,17,5,0,0,,,,
223,265.11158,265.111519,265.111519,77435040,,,-1,-0.23,-0.061,,,1,2,0.454545455,,,0,,C11 H21 O5 S,11,21,5,1,0,,,,
224,265.11931,265.119381,265.119381,3557536,,0,-1,0.267,0.071,,,6,1.384615385,0.307692308,,,0,,C13 H17 N2 O4,13,17,4,0,2,,,,
225,265.144541,265.144533,265.144533,2201769,,,-1,-0.031,-0.008,,,5,1.466666667,0.266666667,,,0,,C15 H21 O4,15,21,4,0,0,,,,
226,265.147895,265.147904,265.147904,93966504,,,-1,0.034,0.009,,,0,2.166666667,0.333333333,,,0,,C12 H25 O4 S,12,25,4,1,0,,,,
227,266.106805,266.106768,266.106768,2213881,,1,-1,-0.142,-0.038,,,1,2.1,0.5,,,0,,C10 H20 N O5 S,10,20,5,1,1,,,,
228,266.160785,266.160911,266.160911,2460172,,0,-1,0.475,0.126,,,0,2.272727273,0.545454545,,,0,,C11 H24 N O6,11,24,6,0,1,,,,
229,267.050997,267.051026,267.051026,2244926,,,-1,0.111,0.03,,,7,1,0.583333333,,,0,,C12 H11 O7,12,11,7,0,0,,,,
230,267.054435,267.054398,267.054398,2633535,,,-1,-0.142,-0.038,,,2,1.777777778,0.777777778,,,0,,C9 H15 O7 S,9,15,7,1,0,,,,
231,267.0874,267.087412,267.087412,7238474,,,-1,0.044,0.012,,,6,1.230769231,0.461538462,,,0,,C13 H15 O6,13,15,6,0,0,,,,
232,267.090807,267.090783,267.090783,19444556,,,-1,-0.089,-0.024,,,1,2,0.6,,,0,,C10 H19 O6 S,10,19,6,1,0,,,,
233,267.123753,267.123797,267.123797,4236119,,,-1,0.166,0.044,,,5,1.428571429,0.357142857,,,0,,C14 H19 O5,14,19,5,0,0,,,,
234,268.082576,268.082661,268.082661,2761882,,0,-1,0.317,0.085,,,6,1.25,0.5,,,0,,C12 H14 N O6,12,14,6,0,1,,,,
235,269.066632,269.066676,269.066676,5808610,,,-1,0.165,0.044,,,6,1.166666667,0.583333333,,,0,,C12 H13 O7,12,13,7,0,0,,,,
236,269.103133,269.103062,269.103062,7607790,,,-1,-0.263,-0.071,,,5,1.384615385,0.461538462,,,0,,C13 H17 O6,13,17,6,0,0,,,,
237,269.106394,269.106433,269.106433,2794479,,,-1,0.145,0.039,,,0,2.2,0.6,,,0,,C10 H21 O6 S,10,21,6,1,0,,,,
238,269.114245,269.114295,269.114295,6061553,,0,-1,0.187,0.05,,,5,1.5,0.416666667,,,0,,C12 H17 N2 O5,12,17,5,0,2,,,,
239,269.139406,269.139447,269.139447,8441337,,,-1,0.152,0.041,,,4,1.571428571,0.357142857,,,0,,C14 H21 O5,14,21,5,0,0,,,,
240,269.175857,269.175833,269.175833,2918918,,,-1,-0.089,-0.024,,,3,1.733333333,0.266666667,,,0,,C15 H25 O4,15,25,4,0,0,,,,
241,270.109454,270.109544,270.109544,4129079,,0,-1,0.333,0.09,,,5,1.545454545,0.454545455,,,0,,C11 H16 N3 O5,11,16,5,0,3,,,,
242,271.064625,271.064568,271.064568,6517867,,,-1,-0.209,-0.057,,,5,1.333333333,0.416666667,,,0,,C12 H15 O5 S,12,15,5,1,0,,,,
243,271.082371,271.082326,271.082326,38189168,,,-1,-0.163,-0.044,,,5,1.333333333,0.583333333,,,0,,C12 H15 O7,12,15,7,0,0,,,,
244,271.093535,271.09356,271.09356,2290804,,0,-1,0.09,0.024,,,5,1.454545455,0.545454545,,,0,,C11 H15 N2 O6,11,15,6,0,2,,,,
245,271.097335,271.097583,271.097583,2921077,,,-1,0.915,0.248,,,9,1,0.25,,,0,,C16 H15 O4,16,15,4,0,0,,,,
246,271.11865,271.118712,271.118712,13957244,,,-1,0.229,0.062,,,4,1.538461538,0.461538462,,,0,,C13 H19 O6,13,19,6,0,0,,,,
247,271.129949,271.129945,271.129945,4106368,,0,-1,-0.014,-0.004,,,4,1.666666667,0.416666667,,,0,,C12 H19 N2 O5,12,19,5,0,2,,,,
248,271.134062,271.133968,271.133968,2245761,,,-1,-0.348,-0.094,,,8,1.176470588,0.176470588,,,0,,C17 H19 O3,17,19,3,0,0,,,,
249,271.166324,271.166331,271.166331,3677835,,0,-1,0.025,0.007,,,3,1.846153846,0.307692308,,,0,,C13 H23 N2 O4,13,23,4,0,2,,,,
250,272.104128,272.104065,272.104065,2223541,,0,-1,-0.233,-0.063,,,9,1.071428571,0.214285714,,,0,,C14 H14 N3 O3,14,14,3,0,3,,,,
251,272.125273,272.125194,272.125194,5256636,,0,-1,-0.29,-0.079,,,4,1.727272727,0.454545455,,,0,,C11 H18 N3 O5,11,18,5,0,3,,,,
252,272.234629,272.234351,272.234351,2188254,,0,-1,-1.021,-0.278,,,1,2.214285714,0.142857143,,,0,,C14 H30 N3 O2,14,30,2,0,3,,,,
253,273.061642,273.061591,273.061591,5113569,,,-1,-0.187,-0.051,,,5,1.272727273,0.727272727,,,0,,C11 H13 O8,11,13,8,0,0,,,,
254,273.076796,273.076847,273.076847,3107558,,,-1,0.188,0.051,,,9,0.933333333,0.333333333,,,0,,C15 H13 O5,15,13,5,0,0,,,,
255,273.097896,273.097976,273.097976,47618796,,,-1,0.295,0.081,,,4,1.5,0.583333333,,,0,,C12 H17 O7,12,17,7,0,0,,,,
256,273.109234,273.10921,273.10921,9800432,,0,-1,-0.09,-0.025,,,4,1.636363636,0.545454545,,,0,,C11 H17 N2 O6,11,17,6,0,2,,,,
257,273.113196,273.113233,273.113233,3261681,,,-1,0.135,0.037,,,8,1.125,0.25,,,0,,C16 H17 O4,16,17,4,0,0,,,,
258,273.134404,273.134362,273.134362,7154424,,,-1,-0.155,-0.042,,,3,1.692307692,0.461538462,,,0,,C13 H21 O6,13,21,6,0,0,,,,
259,273.145594,273.145595,273.145595,5091067,,0,-1,0.004,0.001,,,3,1.833333333,0.416666667,,,0,,C12 H21 N2 O5,12,21,5,0,2,,,,
260,273.149559,273.149618,273.149618,18733820,,,-1,0.217,0.059,,,7,1.294117647,0.176470588,,,0,,C17 H21 O3,17,21,3,0,0,,,,
261,274.129616,274.129611,274.129611,2526763,,0,-1,-0.019,-0.005,,,3,1.75,0.5,,,0,,C12 H20 N O6,12,20,6,0,1,,,,
262,275.056212,275.056112,275.056112,3260742,,,-1,-0.364,-0.1,,,9,0.857142857,0.428571429,,,0,,C14 H11 O6,14,11,6,0,0,,,,
263,275.077207,275.077241,275.077241,11320653,,,-1,0.122,0.034,,,4,1.454545455,0.727272727,,,0,,C11 H15 O8,11,15,8,0,0,,,,
264,275.092426,275.092497,275.092497,4366673,,,-1,0.259,0.071,,,8,1.066666667,0.333333333,,,0,,C15 H15 O5,15,15,5,0,0,,,,
265,275.107025,275.107102,275.107102,2423638,,0.5,-1,0.28,0.077,,,3,1.818181818,0.363636364,,,0,,C11 H19 N2 O4 S,11,19,4,1,2,,,,
266,275.113645,275.113627,275.113627,7773528,,,-1,-0.068,-0.019,,,3,1.666666667,0.583333333,,,0,,C12 H19 O7,12,19,7,0,0,,,,
267,275.128933,275.128883,275.128883,7529821,,,-1,-0.183,-0.05,,,7,1.25,0.25,,,0,,C16 H19 O4,16,19,4,0,0,,,,
268,275.139981,275.140116,275.140116,2243168,,0,-1,0.491,0.135,,,7,1.333333333,0.2,,,0,,C15 H19 N2 O3,15,19,3,0,2,,,,
269,275.165302,275.165268,275.165268,9733479,,,-1,-0.123,-0.034,,,6,1.411764706,0.176470588,,,0,,C17 H23 O3,17,23,3,0,0,,,,
270,275.168583,275.168639,275.168639,8877416,,,-1,0.206,0.057,,,1,2,0.214285714,,,0,,C14 H27 O3 S,14,27,3,1,0,,,,
271,276.12413,276.124132,276.124132,2184329,,0,-1,0.004,0.001,,,7,1.266666667,0.266666667,,,0,,C15 H18 N O4,15,18,4,0,1,,,,
272,277.038673,277.038748,277.038748,6016922,,,-1,0.269,0.075,,,4,1.4,0.7,,,0,,C10 H13 O7 S,10,13,7,1,0,,,,
273,277.071713,277.071762,277.071762,5008292,,,-1,0.176,0.049,,,8,1,0.428571429,,,0,,C14 H13 O6,14,13,6,0,0,,,,
274,277.083015,277.082995,277.082995,6266791,,0,-1,-0.071,-0.02,,,8,1.076923077,0.384615385,,,0,,C13 H13 N2 O5,13,13,5,0,2,,,,
275,277.092765,277.092891,277.092891,2523050,,,-1,0.456,0.126,,,3,1.636363636,0.727272727,,,0,,C11 H17 O8,11,17,8,0,0,,,,
276,277.108187,277.108147,277.108147,13111214,,,-1,-0.145,-0.04,,,7,1.2,0.333333333,,,0,,C15 H17 O5,15,17,5,0,0,,,,
277,277.11141,277.111519,277.111519,6342575,,,-1,0.391,0.108,,,2,1.833333333,0.416666667,,,0,,C12 H21 O5 S,12,21,5,1,0,,,,
278,277.122872,277.122752,277.122752,3152307,,0.5,-1,-0.434,-0.12,,,2,2,0.363636364,,,0,,C11 H21 N2 O4 S,11,21,4,1,2,,,,
279,277.144498,277.144533,277.144533,17317816,,,-1,0.125,0.035,,,6,1.375,0.25,,,0,,C16 H21 O4,16,21,4,0,0,,,,
280,277.184288,277.18429,277.18429,98885576,,,-1,0.005,0.001,,,0,2.142857143,0.214285714,,,0,,C14 H29 O3 S,14,29,3,1,0,,,,
281,278.13981,278.139782,278.139782,4163807,,0,-1,-0.101,-0.028,,,6,1.4,0.266666667,,,0,,C15 H20 N O4,15,20,4,0,1,,,,
282,279.050978,279.051026,279.051026,2701290,,,-1,0.172,0.048,,,8,0.923076923,0.538461538,,,0,,C13 H11 O7,13,11,7,0,0,,,,
283,279.054331,279.054398,279.054398,8362475,,,-1,0.239,0.067,,,3,1.6,0.7,,,0,,C10 H15 O7 S,10,15,7,1,0,,,,
284,279.087464,279.087412,279.087412,6470132,,,-1,-0.187,-0.052,,,7,1.142857143,0.428571429,,,0,,C14 H15 O6,14,15,6,0,0,,,,
285,279.09084,279.090783,279.090783,3069941,,,-1,-0.204,-0.057,,,2,1.818181818,0.545454545,,,0,,C11 H19 O6 S,11,19,6,1,0,,,,
286,279.098583,279.098645,279.098645,4418040,,0,-1,0.223,0.062,,,7,1.230769231,0.384615385,,,0,,C13 H15 N2 O5,13,15,5,0,2,,,,
287,279.123789,279.123797,279.123797,14361087,,,-1,0.03,0.008,,,6,1.333333333,0.333333333,,,0,,C15 H19 O5,15,19,5,0,0,,,,
288,279.1271,279.127169,279.127169,59630080,,,-1,0.245,0.068,,,1,2,0.416666667,,,0,,C12 H23 O5 S,12,23,5,1,0,,,,
289,279.160152,279.160183,279.160183,3088393,,,-1,0.109,0.03,,,5,1.5,0.25,,,0,,C16 H23 O4,16,23,4,0,0,,,,
290,279.163673,279.163554,279.163554,3619338,,,-1,-0.428,-0.119,,,0,2.153846154,0.307692308,,,0,,C13 H27 O4 S,13,27,4,1,0,,,,
291,280.065048,280.064903,280.064903,2261008,,1,-1,-0.52,-0.146,,,7,1.153846154,0.307692308,,,0,,C13 H14 N O4 S,13,14,4,1,1,,,,
292,280.11916,280.119046,280.119046,2427167,,0,-1,-0.406,-0.114,,,6,1.357142857,0.357142857,,,0,,C14 H18 N O5,14,18,5,0,1,,,,
293,281.033658,281.033662,281.033662,2309159,,,-1,0.014,0.004,,,3,1.555555556,0.888888889,,,0,,C9 H13 O8 S,9,13,8,1,0,,,,
294,281.066716,281.066676,281.066676,547021888,,,-1,-0.142,-0.04,,,7,1.076923077,0.538461538,,,0,,C13 H13 O7,13,13,7,0,0,,,,
295,281.10298,281.103062,281.103062,68723768,,,-1,0.291,0.082,,,6,1.285714286,0.428571429,,,0,,C14 H17 O6,14,17,6,0,0,,,,
296,281.106335,281.106433,281.106433,25224252,,,-1,0.349,0.098,,,1,2,0.545454545,,,0,,C11 H21 O6 S,11,21,6,1,0,,,,
297,281.11435,281.114295,281.114295,4010046,,0,-1,-0.196,-0.055,,,6,1.384615385,0.384615385,,,0,,C13 H17 N2 O5,13,17,5,0,2,,,,
298,281.139531,281.139447,281.139447,2546757,,,-1,-0.297,-0.083,,,5,1.466666667,0.333333333,,,0,,C15 H21 O5,15,21,5,0,0,,,,
299,281.142861,281.142819,281.142819,8959046,,,-1,-0.151,-0.043,,,0,2.166666667,0.416666667,,,0,,C12 H25 O5 S,12,25,5,1,0,,,,
300,282.008069,282.007782,282.007782,2303293,,1,-1,-1.018,-0.287,,,8,0.818181818,0.545454545,,,0,,C11 H8 N O6 S,11,8,6,1,1,,,,
301,282.080483,282.080553,282.080553,42378576,,1,-1,0.248,0.07,,,6,1.307692308,0.307692308,,,0,,C13 H16 N O4 S,13,16,4,1,1,,,,
302,283.082403,283.082326,283.082326,8390255,,,-1,-0.272,-0.077,,,6,1.230769231,0.538461538,,,0,,C13 H15 O7,13,15,7,0,0,,,,
303,283.09358,283.09356,283.09356,2770546,,0,-1,-0.071,-0.02,,,6,1.333333333,0.5,,,0,,C12 H15 N2 O6,12,15,6,0,2,,,,
304,283.112807,283.112839,283.112839,2674295,,,-1,0.111,0.031,,,14,0.761904762,0.047619048,,,0,,C21 H15 O,21,15,1,0,0,,,,
305,283.118765,283.118712,283.118712,3682937,,,-1,-0.188,-0.053,,,5,1.428571429,0.428571429,,,0,,C14 H19 O6,14,19,6,0,0,,,,
306,283.129905,283.129945,283.129945,6303356,,0,-1,0.144,0.041,,,5,1.538461538,0.384615385,,,0,,C13 H19 N2 O5,13,19,5,0,2,,,,
307,283.133824,283.133968,283.133968,2409085,,,-1,0.508,0.144,,,9,1.111111111,0.166666667,,,0,,C18 H19 O3,18,19,3,0,0,,,,
308,283.155034,283.155097,283.155097,24659588,,,-1,0.225,0.064,,,4,1.6,0.333333333,,,0,,C15 H23 O5,15,23,5,0,0,,,,
309,283.264299,283.264254,283.264254,7319202,,,-1,-0.158,-0.045,,,1,2,0.111111111,,,0,,C18 H35 O2,18,35,2,0,0,,,,
310,284.07755,284.077575,284.077575,5147528,,0,-1,0.088,0.025,,,6,1.25,0.583333333,,,0,,C12 H14 N O7,12,14,7,0,1,,,,
311,284.125122,284.125194,284.125194,13567893,,0,-1,0.254,0.072,,,5,1.583333333,0.416666667,,,0,,C12 H18 N3 O5,12,18,5,0,3,,,,
312,284.223066,284.223117,284.223117,3213233,,0,-1,0.181,0.051,,,2,1.9375,0.1875,,,0,,C16 H30 N O3,16,30,3,0,1,,,,
313,285.076851,285.076847,285.076847,3395746,,,-1,-0.014,-0.004,,,10,0.875,0.3125,,,0,,C16 H13 O5,16,13,5,0,0,,,,
314,285.080123,285.080218,285.080218,6918307,,,-1,0.336,0.096,,,5,1.384615385,0.384615385,,,0,,C13 H17 O5 S,13,17,5,1,0,,,,
315,285.097987,285.097976,285.097976,7557288,,,-1,-0.037,-0.011,,,5,1.384615385,0.538461538,,,0,,C13 H17 O7,13,17,7,0,0,,,,
316,285.109156,285.10921,285.10921,5417131,,0,-1,0.188,0.053,,,5,1.5,0.5,,,0,,C12 H17 N2 O6,12,17,6,0,2,,,,
317,285.134253,285.134362,285.134362,11684018,,,-1,0.384,0.109,,,4,1.571428571,0.428571429,,,0,,C14 H21 O6,14,21,6,0,0,,,,
318,285.145672,285.145595,285.145595,7514293,,0,-1,-0.269,-0.077,,,4,1.692307692,0.384615385,,,0,,C13 H21 N2 O5,13,21,5,0,2,,,,
319,285.149649,285.149618,285.149618,8503478,,,-1,-0.108,-0.031,,,8,1.222222222,0.166666667,,,0,,C18 H21 O3,18,21,3,0,0,,,,
320,285.170444,285.170747,285.170747,2401468,,,-1,1.063,0.303,,,3,1.733333333,0.333333333,,,0,,C15 H25 O5,15,25,5,0,0,,,,
321,286.075571,286.075467,286.075467,2427834,,1,-1,-0.364,-0.104,,,5,1.416666667,0.416666667,,,0,,C12 H16 N O5 S,12,16,5,1,1,,,,
322,286.093184,286.093225,286.093225,2586047,,0,-1,0.145,0.042,,,5,1.416666667,0.583333333,,,0,,C12 H16 N O7,12,16,7,0,1,,,,
323,286.14091,286.140844,286.140844,2511308,,0,-1,-0.23,-0.066,,,4,1.75,0.416666667,,,0,,C12 H20 N3 O5,12,20,5,0,3,,,,
324,286.238684,286.238767,286.238767,6992360,,0,-1,0.291,0.083,,,1,2.0625,0.1875,,,0,,C16 H32 N O3,16,32,3,0,1,,,,
325,287.077171,287.077241,287.077241,30091986,,,-1,0.243,0.07,,,5,1.333333333,0.666666667,,,0,,C12 H15 O8,12,15,8,0,0,,,,
326,287.088494,287.088474,287.088474,2695893,,0,-1,-0.069,-0.02,,,5,1.454545455,0.636363636,,,0,,C11 H15 N2 O7,11,15,7,0,2,,,,
327,287.092481,287.092497,287.092497,11823830,,,-1,0.056,0.016,,,9,1,0.3125,,,0,,C16 H15 O5,16,15,5,0,0,,,,
328,287.103647,287.103731,287.103731,2414298,,0,-1,0.293,0.084,,,9,1.066666667,0.266666667,,,0,,C15 H15 N2 O4,15,15,4,0,2,,,,
329,287.113654,287.113627,287.113627,8792796,,,-1,-0.095,-0.027,,,4,1.538461538,0.538461538,,,0,,C13 H19 O7,13,19,7,0,0,,,,
330,287.122219,287.122358,287.122358,2341599,,0.5,-1,0.484,0.139,,,8,1.25,0.0625,,,0,,C16 H19 N2 O S,16,19,1,1,2,,,,
331,287.124791,287.12486,287.12486,11578079,,0,-1,0.239,0.069,,,4,1.666666667,0.5,,,0,,C12 H19 N2 O6,12,19,6,0,2,,,,
332,287.128809,287.128883,287.128883,5153505,,,-1,0.257,0.074,,,8,1.176470588,0.235294118,,,0,,C17 H19 O4,17,19,4,0,0,,,,
333,287.161106,287.161245,287.161245,2677482,,0,-1,0.487,0.14,,,3,1.846153846,0.384615385,,,0,,C13 H23 N2 O5,13,23,5,0,2,,,,
334,287.165263,287.165268,287.165268,20617962,,,-1,0.019,0.006,,,7,1.333333333,0.166666667,,,0,,C18 H23 O3,18,23,3,0,0,,,,
335,289.056461,289.056506,289.056506,2972923,,,-1,0.154,0.044,,,5,1.272727273,0.818181818,,,0,,C11 H13 O9,11,13,9,0,0,,,,
336,289.071818,289.071762,289.071762,7865600,,,-1,-0.193,-0.056,,,9,0.933333333,0.4,,,0,,C15 H13 O6,15,13,6,0,0,,,,
337,289.075117,289.075133,289.075133,32574720,,,-1,0.054,0.016,,,4,1.5,0.5,,,0,,C12 H17 O6 S,12,17,6,1,0,,,,
338,289.092897,289.092891,289.092891,7439622,,,-1,-0.02,-0.006,,,4,1.5,0.666666667,,,0,,C12 H17 O8,12,17,8,0,0,,,,
339,289.10808,289.108147,289.108147,37621000,,,-1,0.231,0.067,,,8,1.125,0.3125,,,0,,C16 H17 O5,16,17,5,0,0,,,,
340,289.119365,289.119381,289.119381,3200269,,0,-1,0.053,0.015,,,8,1.2,0.266666667,,,0,,C15 H17 N2 O4,15,17,4,0,2,,,,
341,289.129328,289.129277,289.129277,8174864,,,-1,-0.178,-0.051,,,3,1.692307692,0.538461538,,,0,,C13 H21 O7,13,21,7,0,0,,,,
342,289.144465,289.144533,289.144533,11156756,,,-1,0.235,0.068,,,7,1.294117647,0.235294118,,,0,,C17 H21 O4,17,21,4,0,0,,,,
343,289.180965,289.180918,289.180918,6999326,,,-1,-0.163,-0.047,,,6,1.444444444,0.166666667,,,0,,C18 H25 O3,18,25,3,0,0,,,,
344,289.184326,289.18429,289.18429,2810143,,,-1,-0.125,-0.036,,,1,2,0.2,,,0,,C15 H29 O3 S,15,29,3,1,0,,,,
345,291.087414,291.087412,291.087412,17301300,,,-1,-0.009,-0.003,,,8,1.066666667,0.4,,,0,,C15 H15 O6,15,15,6,0,0,,,,
346,291.09867,291.098645,291.098645,3890999,,0,-1,-0.086,-0.025,,,8,1.142857143,0.357142857,,,0,,C14 H15 N2 O5,14,15,5,0,2,,,,
347,291.123828,291.123797,291.123797,19099454,,,-1,-0.107,-0.031,,,7,1.25,0.3125,,,0,,C16 H19 O5,16,19,5,0,0,,,,
348,291.127326,291.127169,291.127169,2750271,,,-1,-0.54,-0.157,,,2,1.846153846,0.384615385,,,0,,C13 H23 O5 S,13,23,5,1,0,,,,
349,291.134905,291.135031,291.135031,4566849,,0,-1,0.433,0.126,,,7,1.333333333,0.266666667,,,0,,C15 H19 N2 O4,15,19,4,0,2,,,,
